72,21,97,23,Laughter
24,1,25,8,Laughter
57,65,96,23,Laughter
58,16,48,97,Laughter
75,91,74,92,Laughter
94,49,24,53,Laughter
83,51,40,68,Laughter
98,80,20,80,Laughter
19,56,13,83,Laughter
51,56,77,25,Laughter
25,22,5,46,Laughter
23,45,23,93,Laughter
95,7,98,74,Laughter
38,32,32,70,Laughter
5,88,83,54,Laughter
45,54,24,82,Laughter
65,22,73,88,Laughter
51,27,77,33,Laughter
64,78,53,2,Laughter
51,26,38,71,Laughter
66,77,15,5,Laughter
13,73,6,70,Laughter
27,84,80,53,Laughter
27,48,97,39,Laughter
82,16,86,60,Laughter
55,20,56,45,Laughter
8,14,8,98,Laughter
84,79,87,8,Laughter
95,64,11,46,Laughter
97,29,25,76,Laughter
96,76,53,2,Laughter
41,30,97,0,Laughter
7,95,59,95,Laughter
18,46,34,26,Laughter
64,5,4,57,Laughter
52,93,43,56,Laughter
77,7,63,40,Laughter
36,58,6,70,Laughter
75,84,83,43,Laughter
98,23,64,84,Laughter
54,12,4,56,Laughter
34,50,54,78,Laughter
76,79,63,6,Laughter
33,99,38,72,Laughter
40,62,92,4,Laughter
65,13,39,0,Laughter
96,56,15,67,Laughter
1,47,43,48,Laughter
79,53,10,96,Laughter
75,32,74,5,Laughter
75,36,43,16,Laughter
25,41,98,49,Laughter
62,92,41,57,Laughter
61,80,84,24,Laughter
45,52,35,14,Laughter
78,64,48,90,Laughter
80,83,65,75,Laughter
60,30,36,24,Laughter
70,44,63,31,Laughter
68,19,11,71,Laughter
6,91,89,85,Laughter
1,80,42,47,Laughter
88,78,43,96,Laughter
14,19,72,2,Laughter
75,12,17,51,Laughter
28,92,38,26,Laughter
44,18,91,25,Laughter
59,64,51,49,Laughter
87,82,94,28,Laughter
78,71,68,24,Laughter
65,27,40,9,Laughter
96,24,30,74,Laughter
96,42,97,90,Laughter
72,46,72,44,Laughter
44,58,71,99,Laughter
75,78,92,94,Laughter
22,12,99,4,Laughter
57,57,26,43,Laughter
0,48,47,95,Laughter
49,76,17,54,Laughter
24,74,13,77,Laughter
44,48,83,8,Laughter
69,93,75,96,Laughter
98,30,31,26,Laughter
53,37,54,29,Laughter
43,79,64,86,Laughter
51,75,87,8,Laughter
19,58,28,4,Laughter
97,66,4,85,Laughter
98,1,39,44,Laughter
84,35,14,6,Laughter
26,71,20,70,Laughter
82,23,1,20,Laughter
47,19,86,22,Laughter
12,21,96,91,Laughter
52,7,53,0,Laughter
67,89,82,31,Laughter
58,51,87,35,Laughter
2,5,65,73,Laughter
40,45,79,69,Laughter
31,98,23,7,Laughter
14,7,6,99,Laughter
28,79,34,3,Laughter
86,43,94,67,Laughter
56,34,43,82,Laughter
94,10,57,9,Laughter
22,82,12,77,Laughter
61,37,77,59,Laughter
40,8,49,64,Laughter
8,12,69,28,Laughter
41,96,94,33,Laughter
63,37,83,56,Laughter
78,13,3,45,Laughter
43,68,24,22,Laughter
30,48,58,81,Laughter
94,9,35,96,Laughter
33,91,41,54,Laughter
57,91,67,92,Laughter
37,13,78,91,Laughter
83,64,69,72,Laughter
30,41,50,25,Laughter
97,20,87,76,Laughter
11,10,38,17,Laughter
63,87,45,51,Laughter
51,22,46,9,Laughter
62,96,3,21,Laughter
89,64,98,43,Laughter
95,91,62,52,Laughter
42,42,92,62,Laughter
79,55,88,99,Laughter
10,85,36,5,Laughter
19,23,32,21,Laughter
12,62,62,80,Laughter
95,20,59,60,Laughter
53,3,97,16,Laughter
56,9,22,54,Laughter
37,14,89,51,Laughter
22,37,50,23,Laughter
87,93,26,17,Laughter
18,40,92,32,Laughter
66,77,17,52,Laughter
67,18,84,10,Laughter
98,82,29,82,Laughter
75,72,1,83,Laughter
98,55,94,39,Laughter
70,55,1,23,Laughter
36,10,40,65,Laughter
89,0,0,94,Laughter
59,16,68,17,Laughter
80,57,76,30,Laughter
47,18,65,15,Laughter
99,51,92,43,Laughter
41,64,48,39,Laughter
28,52,51,76,Laughter
3,84,7,7,Laughter
54,78,64,69,Laughter
52,75,15,3,Laughter
16,53,82,0,Laughter
14,97,38,16,Laughter
92,92,17,53,Laughter
25,0,84,0,Laughter
2,61,84,61,Laughter
7,13,62,11,Laughter
36,89,70,19,Laughter
31,95,38,34,Laughter
63,91,68,94,Laughter
62,11,41,7,Laughter
56,90,19,34,Laughter
5,33,98,63,Laughter
13,52,39,66,Laughter
13,82,18,19,Laughter
37,7,95,79,Laughter
34,35,66,67,Laughter
68,93,72,72,Laughter
72,17,73,72,Laughter
9,79,50,55,Laughter
91,17,91,47,Laughter
87,89,73,14,Laughter
21,11,53,26,Laughter
78,62,5,63,Laughter
36,87,6,14,Laughter
65,95,48,73,Laughter
81,92,31,89,Laughter
71,66,87,87,Laughter
37,65,35,77,Laughter
48,9,73,40,Laughter
78,5,96,67,Laughter
83,28,99,73,Laughter
74,61,19,93,Laughter
83,35,71,33,Laughter
76,21,50,11,Laughter
75,17,48,1,Laughter
60,10,24,60,Laughter
89,35,21,87,Laughter
22,71,65,52,Laughter
77,80,87,59,Laughter
36,32,91,79,Laughter
27,25,91,67,Laughter
85,0,43,36,Laughter
30,64,10,23,Laughter
8,85,99,58,Laughter
90,35,7,57,Laughter
78,26,19,95,Laughter
54,58,83,13,Laughter
92,24,55,10,Laughter
52,93,24,81,Laughter
58,90,92,38,Laughter
44,38,75,86,Laughter
25,63,57,93,Laughter
58,11,74,39,Laughter
11,31,42,45,Laughter
16,46,75,61,Laughter
30,90,43,82,Laughter
40,93,68,90,Laughter
75,61,42,43,Laughter
39,64,57,75,Laughter
78,53,16,16,Laughter
38,91,99,82,Laughter
91,52,63,35,Laughter
83,31,46,63,Laughter
5,82,16,22,Laughter
32,18,40,97,Laughter
73,42,50,16,Laughter
98,82,3,66,Laughter
39,77,1,82,Laughter
0,78,56,52,Laughter
93,32,76,36,Laughter
43,51,92,68,Laughter
71,21,31,63,Laughter
5,59,76,15,Laughter
93,93,15,62,Laughter
18,57,76,4,Laughter
49,8,81,12,Laughter
36,17,85,31,Laughter
91,30,85,30,Laughter
88,16,76,56,Laughter
3,62,6,27,Laughter
77,45,82,87,Laughter
91,7,40,67,Laughter
11,48,92,98,Laughter
63,31,54,9,Laughter
14,58,31,36,Laughter
69,11,81,5,Laughter
83,81,67,90,Laughter
84,63,43,46,Laughter
20,51,74,30,Laughter
56,31,84,26,Laughter
10,94,45,92,Laughter
32,52,64,58,Laughter
35,1,47,51,Laughter
36,69,19,92,Laughter
78,79,94,51,Laughter
39,32,10,21,Laughter
61,28,78,6,Laughter
96,72,93,81,Laughter
43,93,41,1,Laughter
83,89,68,57,Laughter
50,22,17,74,Laughter
41,97,16,61,Laughter
6,20,21,41,Laughter
83,44,49,68,Laughter
53,5,2,97,Laughter
36,50,46,46,Laughter
98,13,85,84,Laughter
93,26,1,89,Laughter
46,32,35,55,Laughter
31,94,1,25,Laughter
93,60,96,52,Laughter
95,23,1,13,Laughter
46,86,38,11,Laughter
38,81,38,2,Laughter
1,20,71,26,Laughter
49,73,48,63,Laughter
66,5,91,53,Laughter
31,17,42,36,Laughter
34,45,90,90,Laughter
32,93,52,39,Laughter
19,60,43,42,Laughter
60,47,49,42,Laughter
20,32,17,30,Laughter
7,16,26,72,Laughter
38,64,29,0,Laughter
67,34,56,83,Laughter
21,59,33,36,Laughter
54,98,14,82,Laughter
3,78,68,77,Laughter
41,37,35,30,Laughter
10,76,95,49,Laughter
66,65,50,58,Laughter
55,32,43,68,Laughter
99,63,80,68,Laughter
9,91,11,83,Laughter
15,9,77,72,Laughter
36,26,25,81,Laughter
11,75,85,5,Laughter
36,28,21,5,Laughter
90,29,87,20,Laughter
64,87,6,53,Laughter
55,73,52,9,Laughter
23,64,14,71,Laughter
61,94,84,38,Laughter
59,24,50,11,Laughter
90,99,77,44,Laughter
1,46,10,62,Laughter
71,43,57,85,Laughter
19,97,65,47,Laughter
20,70,91,12,Laughter
30,48,98,77,Laughter
73,46,71,40,Laughter
74,36,52,46,Laughter
87,97,78,73,Laughter
67,96,24,84,Laughter
40,44,7,84,Laughter
36,36,80,42,Laughter
12,45,92,8,Laughter
14,24,13,76,Laughter
68,21,50,15,Laughter
48,27,83,68,Laughter
32,99,45,62,Laughter
74,56,79,0,Laughter
78,20,21,59,Laughter
12,4,38,54,Laughter
38,71,67,86,Laughter
95,43,67,83,Laughter
17,92,56,25,Laughter
58,88,4,33,Laughter
54,83,79,85,Laughter
28,91,96,35,Laughter
12,2,81,99,Laughter
0,16,10,99,Laughter
93,93,11,92,Laughter
33,0,20,32,Laughter
59,51,67,4,Laughter
24,64,73,73,Laughter
54,80,60,65,Laughter
19,32,86,43,Laughter
97,77,49,10,Laughter
59,72,5,11,Laughter
73,62,75,95,Laughter
89,15,51,6,Laughter
42,98,45,57,Laughter
84,37,36,86,Laughter
93,89,76,78,Laughter
77,63,14,59,Laughter
43,25,53,42,Laughter
61,15,6,12,Laughter
98,25,41,99,Speech
68,88,21,27,Speech
13,65,18,12,Speech
73,47,93,4,Speech
54,80,54,2,Speech
29,31,88,28,Speech
66,99,69,8,Speech
74,61,20,61,Speech
18,8,58,17,Speech
53,82,57,7,Speech
41,87,40,27,Speech
0,65,58,75,Speech
77,80,89,36,Speech
96,77,81,17,Speech
32,0,58,89,Speech
43,16,68,31,Speech
84,57,6,71,Speech
64,42,16,78,Speech
46,91,82,52,Speech
84,39,27,38,Speech
84,79,34,23,Speech
71,63,20,9,Speech
9,0,32,79,Speech
3,42,30,27,Speech
86,7,40,91,Speech
71,77,94,89,Speech
82,17,89,29,Speech
85,42,66,32,Speech
62,23,5,73,Speech
50,87,15,35,Speech
99,95,82,14,Speech
77,0,83,14,Speech
22,70,74,69,Speech
24,34,5,13,Speech
44,55,45,96,Speech
3,15,3,97,Speech
44,49,39,93,Speech
81,86,6,92,Speech
49,37,29,57,Speech
84,73,49,13,Speech
43,42,77,59,Speech
59,35,70,52,Speech
54,26,15,4,Speech
61,8,77,73,Speech
20,8,45,61,Speech
9,62,91,18,Speech
28,88,8,92,Speech
37,80,12,0,Speech
96,4,35,1,Speech
33,98,80,41,Speech
86,83,20,13,Speech
22,38,38,98,Speech
55,87,3,72,Speech
99,32,67,45,Speech
59,22,74,52,Speech
22,25,32,74,Speech
21,10,64,40,Speech
21,79,93,50,Speech
44,40,99,60,Speech
27,64,71,23,Speech
16,55,44,44,Speech
31,12,19,47,Speech
10,41,10,53,Speech
57,48,34,20,Speech
72,9,63,36,Speech
15,93,95,31,Speech
36,87,41,47,Speech
85,46,60,91,Speech
24,40,96,6,Speech
96,28,90,56,Speech
58,81,88,81,Speech
79,33,78,56,Speech
82,31,51,5,Speech
96,55,87,18,Speech
22,15,99,3,Speech
0,82,72,45,Speech
92,92,75,20,Speech
75,50,23,4,Speech
38,31,43,63,Speech
6,85,42,77,Speech
49,55,32,90,Speech
88,73,70,79,Speech
0,19,9,44,Speech
36,71,3,85,Speech
73,67,25,51,Speech
70,47,51,15,Speech
13,7,52,33,Speech
84,45,12,95,Speech
12,33,12,63,Speech
66,5,35,10,Speech
28,44,72,47,Speech
11,59,18,5,Speech
8,6,48,73,Speech
15,86,61,68,Speech
20,38,50,21,Speech
4,54,32,70,Speech
14,15,24,81,Speech
10,66,0,92,Speech
12,43,61,69,Speech
81,77,21,7,Speech
6,85,42,10,Speech
36,27,2,41,Speech
93,66,56,25,Speech
75,48,32,22,Speech
28,77,79,43,Speech
64,24,20,9,Speech
69,72,60,18,Speech
55,40,67,18,Speech
91,1,63,4,Speech
27,34,79,14,Speech
0,94,10,58,Speech
98,88,45,90,Speech
40,92,75,11,Speech
84,59,62,47,Speech
21,20,28,68,Speech
10,1,95,39,Speech
52,35,88,69,Speech
79,19,33,78,Speech
4,76,36,59,Speech
59,98,89,36,Speech
65,57,24,82,Speech
24,81,59,74,Speech
87,29,12,47,Speech
62,75,46,38,Speech
81,37,52,85,Speech
80,53,31,48,Speech
77,99,29,22,Speech
91,69,48,67,Speech
23,1,39,75,Speech
48,66,7,50,Speech
84,55,91,86,Speech
22,15,82,78,Speech
40,42,68,47,Speech
42,92,28,63,Speech
18,8,17,10,Speech
69,79,15,82,Speech
50,93,16,12,Speech
9,85,52,96,Speech
46,77,49,94,Speech
38,95,15,30,Speech
74,45,76,13,Speech
55,63,68,9,Speech
6,51,96,53,Speech
86,27,21,61,Speech
46,99,95,80,Speech
4,40,78,35,Speech
54,84,29,63,Speech
53,86,35,13,Speech
3,12,89,28,Speech
62,6,52,35,Speech
73,20,19,61,Speech
17,11,84,22,Speech
74,63,98,18,Speech
51,7,21,59,Speech
71,77,76,7,Speech
60,52,76,11,Speech
64,24,39,93,Speech
66,81,85,91,Speech
88,36,35,74,Speech
74,18,86,54,Speech
77,33,19,47,Speech
23,57,74,74,Speech
87,76,64,87,Speech
15,26,74,32,Speech
21,61,28,5,Speech
98,10,54,48,Speech
31,1,21,99,Speech
15,2,69,83,Speech
72,77,84,15,Speech
52,92,10,11,Speech
20,62,23,40,Speech
11,50,98,56,Speech
5,41,15,3,Speech
98,77,57,15,Speech
59,5,68,15,Speech
88,77,8,22,Speech
97,18,12,26,Speech
1,69,78,76,Speech
63,24,11,82,Speech
46,50,76,93,Speech
86,20,50,66,Speech
84,78,10,0,Speech
24,29,39,12,Speech
70,69,39,76,Speech
23,9,74,87,Speech
38,75,28,78,Speech
36,96,38,15,Speech
89,26,44,72,Speech
52,74,42,33,Speech
71,56,12,72,Speech
39,71,55,64,Speech
48,5,37,3,Speech
21,35,6,89,Speech
76,57,56,24,Speech
35,99,20,81,Speech
6,21,32,33,Speech
3,96,95,28,Speech
49,78,97,19,Speech
55,15,59,22,Speech
63,46,65,68,Speech
15,39,85,67,Speech
12,24,48,89,Speech
69,10,15,4,Speech
33,42,44,54,Speech
49,42,28,65,Speech
88,35,45,27,Speech
15,5,67,68,Speech
82,6,69,82,Speech
77,25,17,5,Speech
27,10,1,62,Speech
93,6,52,93,Speech
58,84,81,65,Speech
56,60,91,25,Speech
94,6,49,48,Speech
40,92,40,82,Speech
34,69,59,54,Speech
32,73,94,5,Speech
31,26,47,87,Speech
96,9,48,94,Speech
18,28,25,56,Speech
45,94,76,10,Speech
2,78,30,26,Speech
27,36,6,5,Speech
87,72,5,28,Speech
14,76,40,69,Speech
52,19,24,25,Speech
50,51,96,63,Speech
42,37,5,77,Speech
99,25,91,10,Speech
40,19,96,61,Speech
23,49,15,18,Speech
22,46,31,63,Speech
37,41,63,70,Speech
74,53,72,97,Speech
11,26,99,25,Speech
32,54,17,90,Speech
2,82,36,81,Speech
85,81,67,89,Speech
55,5,16,61,Speech
55,6,79,44,Speech
96,48,63,86,Speech
95,83,84,51,Speech
20,85,42,25,Speech
17,72,0,41,Speech
56,0,3,29,Speech
64,10,22,92,Speech
18,59,58,32,Speech
84,61,72,49,Speech
75,36,22,55,Speech
42,19,94,17,Speech
81,25,17,17,Speech
3,81,99,18,Speech
30,50,95,12,Speech
45,5,25,24,Speech
13,52,45,7,Speech
41,90,13,25,Speech
53,40,62,3,Speech
52,79,77,79,Speech
93,27,49,99,Speech
72,34,93,80,Speech
85,65,2,95,Speech
64,95,23,54,Speech
66,61,14,96,Speech
71,59,52,46,Speech
37,68,68,87,Speech
80,70,91,8,Speech
31,85,63,83,Speech
26,35,15,45,Speech
46,46,15,97,Speech
24,97,67,80,Speech
74,67,23,71,Speech
39,8,99,29,Speech
10,12,96,85,Speech
66,38,4,35,Speech
23,48,52,16,Speech
43,57,29,21,Speech
75,78,51,3,Speech
51,73,90,4,Speech
21,97,94,73,Speech
8,10,76,97,Speech
75,87,19,66,Speech
92,19,26,81,Speech
78,87,11,66,Speech
99,50,89,51,Speech
59,21,39,42,Speech
45,82,56,97,Speech
2,33,29,34,Speech
74,12,86,41,Speech
16,81,99,10,Speech
96,39,92,25,Speech
21,42,47,51,Speech
1,99,97,52,Speech
57,49,12,27,Speech
3,4,69,80,Speech
62,56,29,70,Speech
77,28,80,81,Speech
94,35,27,4,Speech
17,14,54,26,Speech
6,38,82,52,Speech
20,28,38,89,Speech
73,69,53,35,Speech
37,59,40,66,Speech
66,38,47,80,Speech
93,52,21,0,Speech
66,3,82,38,Speech
71,82,95,25,Speech
6,9,61,92,Speech
51,86,64,6,Speech
9,14,6,42,Speech
38,31,85,80,Speech
85,93,62,91,Speech
65,16,18,90,Speech
38,0,79,31,Speech
35,75,95,53,Speech
63,89,24,62,Speech
88,52,15,96,Speech
69,65,25,85,Speech
19,21,46,23,Speech
17,60,7,37,Speech
16,97,22,80,Speech
89,56,30,41,Speech
81,95,71,30,Speech
53,13,60,50,Speech
63,5,3,43,Speech
18,52,98,62,Speech
4,65,74,76,Speech
84,31,62,14,Speech
23,63,7,97,Speech
51,83,30,11,Speech
57,43,25,56,Speech
92,97,61,39,Speech
19,32,19,64,Speech
22,14,17,78,Speech
1,97,68,49,Speech
45,76,58,19,Speech
60,72,0,50,Speech
79,36,64,12,Speech
15,34,41,33,Speech
34,4,34,89,Speech
51,1,79,24,Speech
92,98,16,82,Speech
57,44,93,91,Speech
27,86,95,74,Speech
55,35,3,87,Speech
40,27,89,84,Speech
19,42,91,48,Speech
62,33,66,87,Speech
23,76,5,26,Speech
22,92,19,72,Speech
0,54,68,69,Speech
77,97,51,75,Speech
35,32,48,32,Speech
48,25,60,32,Speech
91,80,38,25,Speech
9,51,56,96,Speech
95,99,14,0,Speech
72,32,72,30,Speech
75,11,83,27,Speech
5,94,61,44,Speech
66,84,36,26,Speech
34,15,27,31,Speech
64,44,41,77,Speech
4,28,79,7,Speech
4,81,53,65,Speech
55,21,41,49,Speech
18,11,25,87,Speech
63,60,21,43,Speech
79,59,56,8,Speech
75,56,96,40,Speech
53,28,83,24,Speech
29,10,10,94,Speech
73,69,47,37,Speech
78,7,34,54,Speech
13,31,11,57,Speech
53,87,17,66,Speech
95,31,20,91,Speech
0,45,73,16,Speech
68,47,45,73,Speech
42,79,65,52,Speech
35,29,7,16,Speech
77,37,0,93,Speech
99,99,77,27,Speech
7,64,54,60,Speech
94,68,90,6,Speech
58,17,17,43,Speech
13,43,90,31,Speech
70,98,20,71,Speech
46,14,50,31,Speech
23,0,88,50,Speech
56,43,95,26,Speech
61,17,32,82,Speech
59,28,50,85,Speech
43,75,39,48,Speech
90,47,33,40,Speech
90,77,57,45,Speech
4,28,44,86,Speech
96,68,1,52,Speech
89,15,21,64,Speech
51,90,21,53,Speech
48,58,53,43,Speech
74,52,38,82,Speech
17,82,15,50,Speech
3,43,67,12,Speech
15,87,0,17,Speech
75,24,19,42,Speech
15,86,38,56,Speech
51,72,99,81,Speech
18,18,79,71,Speech
60,86,52,23,Speech
92,6,9,88,Speech
74,41,34,35,Speech
8,45,12,92,Speech
18,55,28,63,Speech
27,54,73,92,Speech
51,0,39,61,Speech
43,85,90,79,Speech
80,56,67,63,Speech
86,3,49,5,Speech
95,14,97,67,Speech
22,84,25,83,Speech
73,83,40,69,Speech
44,33,19,62,Speech
28,57,86,95,Speech
78,39,9,73,Speech
16,81,6,80,Speech
5,19,60,32,Speech
67,19,36,92,Speech
82,7,51,77,Speech
34,57,58,97,Speech
57,69,82,56,Speech
43,9,79,45,Speech
49,12,69,40,Speech
92,59,91,64,Speech
58,54,79,69,Speech
0,32,41,98,Speech
2,57,71,35,Speech
40,60,19,16,Speech
66,73,8,41,Speech
79,52,85,95,Speech
81,21,85,61,Speech
39,40,40,40,Speech
67,69,10,89,Speech
72,35,64,46,Speech
99,99,58,22,Speech
25,91,90,39,Speech
57,99,72,17,Speech
56,67,81,53,Speech
57,59,89,9,Speech
21,0,73,47,Speech
71,82,9,41,Speech
79,15,13,33,Speech
83,68,99,55,Speech
47,38,29,94,Speech
25,75,64,19,Speech
6,34,61,61,Speech
74,31,78,66,Speech
22,87,7,89,Speech
2,64,45,82,Speech
98,47,99,15,Speech
51,31,26,24,Speech
29,60,78,42,Speech
87,91,38,31,Speech
59,26,12,1,Speech
80,36,33,41,Speech
93,85,11,29,Speech
63,59,81,23,Speech
86,53,72,53,Speech
82,82,42,30,Speech
6,92,79,69,Speech
34,49,88,6,Speech
3,13,32,83,Speech
3,39,8,68,Speech
37,27,51,91,Speech
84,56,65,64,Speech
18,90,31,92,Speech
32,36,74,13,Speech
76,13,75,12,Speech
21,94,47,46,Speech
88,28,44,88,Speech
61,68,98,81,Speech
75,76,2,36,Speech
77,17,25,80,Speech
41,70,77,35,Speech
98,10,41,95,Speech
98,28,55,25,Speech
33,57,25,3,Speech
45,21,43,17,Speech
98,98,2,57,Speech
95,40,11,96,Speech
97,40,27,12,Speech
0,94,72,53,Speech
10,8,69,78,Speech
20,78,24,19,Speech
99,24,26,98,Speech
39,73,66,70,Speech
57,55,30,44,Speech
4,54,94,19,Speech
3,35,92,74,Speech
36,90,56,58,Speech
71,17,9,18,Speech
25,52,74,17,Non_LS
99,21,92,24,Non_LS
55,71,61,28,Non_LS
58,92,2,70,Non_LS
21,28,1,5,Non_LS
86,4,75,8,Non_LS
66,24,17,19,Non_LS
84,44,20,95,Non_LS
11,77,48,14,Non_LS
41,95,63,46,Non_LS
32,67,3,18,Non_LS
40,16,6,85,Non_LS
49,26,37,23,Non_LS
99,78,6,45,Non_LS
88,59,68,35,Non_LS
13,58,45,51,Non_LS
91,68,68,19,Non_LS
82,36,90,55,Non_LS
74,29,62,51,Non_LS
6,37,85,67,Non_LS
90,68,18,63,Non_LS
77,47,97,31,Non_LS
21,62,15,37,Non_LS
13,58,33,74,Non_LS
33,22,88,28,Non_LS
81,94,67,59,Non_LS
0,26,52,22,Non_LS
76,72,78,64,Non_LS
59,32,61,69,Non_LS
16,35,0,74,Non_LS
26,20,9,54,Non_LS
93,78,41,1,Non_LS
67,71,31,55,Non_LS
7,89,9,0,Non_LS
41,44,44,29,Non_LS
82,54,27,86,Non_LS
20,39,73,38,Non_LS
18,61,77,41,Non_LS
98,40,58,84,Non_LS
26,53,52,39,Non_LS
40,24,54,31,Non_LS
57,40,1,68,Non_LS
21,3,6,16,Non_LS
30,99,21,99,Non_LS
37,3,4,34,Non_LS
73,1,1,7,Non_LS
0,29,47,56,Non_LS
93,44,71,0,Non_LS
92,49,45,8,Non_LS
37,64,57,32,Non_LS
30,58,39,39,Non_LS
16,4,8,83,Non_LS
83,2,8,41,Non_LS
83,64,21,21,Non_LS
98,73,93,31,Non_LS
36,22,18,11,Non_LS
55,35,33,94,Non_LS
41,47,48,85,Non_LS
94,30,5,42,Non_LS
34,59,55,68,Non_LS
66,84,75,88,Non_LS
30,69,78,50,Non_LS
66,28,5,37,Non_LS
82,28,52,56,Non_LS
75,43,53,71,Non_LS
31,19,76,63,Non_LS
87,29,84,25,Non_LS
82,26,18,91,Non_LS
44,91,12,65,Non_LS
87,99,48,24,Non_LS
13,2,20,73,Non_LS
34,96,74,22,Non_LS
67,91,33,6,Non_LS
19,73,32,36,Non_LS
54,1,70,60,Non_LS
83,73,39,67,Non_LS
80,40,14,49,Non_LS
50,8,11,74,Non_LS
83,51,85,1,Non_LS
9,1,96,47,Non_LS
14,94,14,5,Non_LS
15,28,43,42,Non_LS
73,85,47,84,Non_LS
94,58,31,63,Non_LS
68,21,18,33,Non_LS
0,99,0,91,Non_LS
65,93,57,79,Non_LS
4,50,56,82,Non_LS
87,25,53,8,Non_LS
47,29,23,64,Non_LS
81,99,27,91,Non_LS
29,35,62,36,Non_LS
53,92,97,28,Non_LS
35,21,0,69,Non_LS
23,3,60,90,Non_LS
79,87,21,44,Non_LS
70,92,79,34,Non_LS
30,52,27,62,Non_LS
58,78,72,41,Non_LS
6,39,4,86,Non_LS
38,99,41,70,Non_LS
97,24,0,15,Non_LS
17,26,81,21,Non_LS
66,48,52,93,Non_LS
40,62,71,5,Non_LS
1,88,64,32,Non_LS
93,15,47,81,Non_LS
